File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF620JKI	bed narrowPeak	peaks	ENCSR000EGC	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				RCOR1-human	ENCAB000AFJ	DNA		see document	see document		False	2012-05-14	ENCODE				2							ENCFF074CIT, ENCFF710NTS	5345789	ENCODE Processing Pipeline	cc2c46c0e7f74d7af9a17d5c30f9b684		https://www.encodeproject.org/files/ENCFF620JKI/@@download/ENCFF620JKI.bed.gz	hg19			released	inconsistent target of control experiment, low read length, low read depth	biological replicates with identical biosample		
ENCFF796XFQ	bed narrowPeak	conservative idr thresholded peaks	ENCSR000EGC	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				RCOR1-human	ENCAB000AFJ	DNA		see document	see document		False	2012-05-14	ENCODE				1, 2							ENCFF001TDO, ENCFF477PXF, ENCFF620JKI, ENCFF959MXK	89380	ENCODE Processing Pipeline	f612b1dc9f4e69557585e3fc2006316d		https://www.encodeproject.org/files/ENCFF796XFQ/@@download/ENCFF796XFQ.bed.gz	hg19			released	inconsistent target of control experiment, low read length, low read depth	biological replicates with identical biosample		
ENCFF959MXK	bed narrowPeak	peaks	ENCSR000EGC	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				RCOR1-human	ENCAB000AFJ	DNA		see document	see document		False	2012-05-14	ENCODE				1							ENCFF072HKU, ENCFF710NTS	5051372	ENCODE Processing Pipeline	0ad30b28ec7b893683aa702b3ec92aab		https://www.encodeproject.org/files/ENCFF959MXK/@@download/ENCFF959MXK.bed.gz	hg19			released	inconsistent target of control experiment, low read length, low read depth	biological replicates with identical biosample		
ENCFF001VOG	bed narrowPeak	peaks	ENCSR000FAW	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	interferon gamma		6.0 hour	POLR2A-human	ENCAB000AOC	DNA		see document	see document		False	2011-10-29	ENCODE												256161	Sherman Weissman, Yale	8d7e4dc4e4c06518eba48533e260b289		https://www.encodeproject.org/files/ENCFF001VOG/@@download/ENCFF001VOG.bed.gz	hg19			archived	mixed read lengths, control low read depth	missing derived_from, biological replicates with identical biosample	insufficient read length, insufficient read depth	
ENCFF002CXP	bed narrowPeak	optimal idr thresholded peaks	ENCSR000FAW	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	interferon gamma		6.0 hour	POLR2A-human	ENCAB000AOC	DNA		see document	see document		False	2011-10-29	ENCODE												339689	ENCODE Consortium Analysis Working Group	595e0f35033a8d5a007f811923465a60		https://www.encodeproject.org/files/ENCFF002CXP/@@download/ENCFF002CXP.bed.gz	hg19			archived	mixed read lengths, control low read depth	missing derived_from, biological replicates with identical biosample	insufficient read length, insufficient read depth	
ENCFF439GEX	bed narrowPeak	peaks	ENCSR000FAW	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	interferon gamma		6.0 hour	POLR2A-human	ENCAB000AOC	DNA		see document	see document		False	2011-10-29	ENCODE				1							ENCFF191CWT, ENCFF482LDC	2977390	ENCODE Processing Pipeline	097ae558539e388f566666a798bcb40c		https://www.encodeproject.org/files/ENCFF439GEX/@@download/ENCFF439GEX.bed.gz	GRCh38			released	mixed read lengths, control low read depth	biological replicates with identical biosample	insufficient read length, insufficient read depth	
ENCFF382GUS	bed narrowPeak	peaks	ENCSR000FAW	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	interferon gamma		6.0 hour	POLR2A-human	ENCAB000AOC	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF191CWT, ENCFF482LDC, ENCFF536TPK	5910082	ENCODE Processing Pipeline	b3294ec7a0f631d7f3616a5a6e3736fa		https://www.encodeproject.org/files/ENCFF382GUS/@@download/ENCFF382GUS.bed.gz	GRCh38			released	mixed read lengths, control low read depth	biological replicates with identical biosample	insufficient read length, insufficient read depth	
ENCFF960XPL	bed narrowPeak	peaks	ENCSR000FAW	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	interferon gamma		6.0 hour	POLR2A-human	ENCAB000AOC	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF092XNX, ENCFF204HNK, ENCFF331ARQ	5909698	ENCODE Processing Pipeline	eafe5d6aa8253767b2ff8a43a373dedc		https://www.encodeproject.org/files/ENCFF960XPL/@@download/ENCFF960XPL.bed.gz	hg19			released	mixed read lengths, control low read depth	biological replicates with identical biosample	insufficient read length, insufficient read depth	
ENCFF504GWC	bed narrowPeak	peaks	ENCSR000FAW	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	interferon gamma		6.0 hour	POLR2A-human	ENCAB000AOC	DNA		see document	see document		False	2011-10-29	ENCODE				1							ENCFF092XNX, ENCFF331ARQ	3084780	ENCODE Processing Pipeline	579a7e054022988ab00ef76fb44b1f7a		https://www.encodeproject.org/files/ENCFF504GWC/@@download/ENCFF504GWC.bed.gz	hg19			released	mixed read lengths, control low read depth	biological replicates with identical biosample	insufficient read length, insufficient read depth	
ENCFF236JJW	bed narrowPeak	peaks	ENCSR000FAW	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	interferon gamma		6.0 hour	POLR2A-human	ENCAB000AOC	DNA		see document	see document		False	2011-10-29	ENCODE				2							ENCFF482LDC, ENCFF536TPK	4826877	ENCODE Processing Pipeline	54e0613317285100475f69a1ef9c4643		https://www.encodeproject.org/files/ENCFF236JJW/@@download/ENCFF236JJW.bed.gz	GRCh38			released	mixed read lengths, control low read depth	biological replicates with identical biosample	insufficient read length, insufficient read depth	
ENCFF070AMD	bed narrowPeak	peaks	ENCSR000FAW	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	interferon gamma		6.0 hour	POLR2A-human	ENCAB000AOC	DNA		see document	see document		False	2011-10-29	ENCODE				2							ENCFF204HNK, ENCFF331ARQ	4885849	ENCODE Processing Pipeline	b60020d752c55ab932b317dfae0c5108		https://www.encodeproject.org/files/ENCFF070AMD/@@download/ENCFF070AMD.bed.gz	hg19			released	mixed read lengths, control low read depth	biological replicates with identical biosample	insufficient read length, insufficient read depth	
ENCFF231OJM	bed narrowPeak	conservative idr thresholded peaks	ENCSR000FAW	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	interferon gamma		6.0 hour	POLR2A-human	ENCAB000AOC	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF001TDO, ENCFF070AMD, ENCFF504GWC, ENCFF960XPL	368368	ENCODE Processing Pipeline	bad16d7b6f9665b5936a9374ea333c51		https://www.encodeproject.org/files/ENCFF231OJM/@@download/ENCFF231OJM.bed.gz	hg19			released	mixed read lengths, control low read depth	biological replicates with identical biosample	insufficient read length, insufficient read depth	
ENCFF853ZMA	bed narrowPeak	optimal idr thresholded peaks	ENCSR000FAW	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	interferon gamma		6.0 hour	POLR2A-human	ENCAB000AOC	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF001TDO, ENCFF070AMD, ENCFF504GWC, ENCFF960XPL	383287	ENCODE Processing Pipeline	414b0ad344508990af3dd892c5653dd3		https://www.encodeproject.org/files/ENCFF853ZMA/@@download/ENCFF853ZMA.bed.gz	hg19			released	mixed read lengths, control low read depth	biological replicates with identical biosample	insufficient read length, insufficient read depth	
ENCFF857WHF	bed narrowPeak	conservative idr thresholded peaks	ENCSR000FAW	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	interferon gamma		6.0 hour	POLR2A-human	ENCAB000AOC	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF236JJW, ENCFF382GUS, ENCFF419RSJ, ENCFF439GEX	371203	ENCODE Processing Pipeline	126e57955e13ccad4e0fba1aabe85dc3		https://www.encodeproject.org/files/ENCFF857WHF/@@download/ENCFF857WHF.bed.gz	GRCh38			released	mixed read lengths, control low read depth	biological replicates with identical biosample	insufficient read length, insufficient read depth	
ENCFF099NYA	bed narrowPeak	optimal idr thresholded peaks	ENCSR000FAW	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	interferon gamma		6.0 hour	POLR2A-human	ENCAB000AOC	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF236JJW, ENCFF382GUS, ENCFF419RSJ, ENCFF439GEX	383286	ENCODE Processing Pipeline	c596a6ebffcfce8c02e2dedd3db4468e		https://www.encodeproject.org/files/ENCFF099NYA/@@download/ENCFF099NYA.bed.gz	GRCh38			released	mixed read lengths, control low read depth	biological replicates with identical biosample	insufficient read length, insufficient read depth	
ENCFF241QBV	bed narrowPeak	peaks	ENCSR975SSR	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-ELF1-human	ENCAB728YTO	DNA					False	2016-06-13	ENCODE				1							ENCFF775ZRK, ENCFF891YJS	6254539	ENCODE Processing Pipeline	c7fb7fb7e8669a0f4968aeb0331a514c		https://www.encodeproject.org/files/ENCFF241QBV/@@download/ENCFF241QBV.bed.gz	hg19			released	missing genetic modification characterization			
ENCFF074NKQ	bed narrowPeak	peaks	ENCSR975SSR	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-ELF1-human	ENCAB728YTO	DNA					False	2016-06-13	ENCODE				2							ENCFF702YSS, ENCFF891YJS	6763727	ENCODE Processing Pipeline	4fcc50d833fbd8658c629457a34785d8		https://www.encodeproject.org/files/ENCFF074NKQ/@@download/ENCFF074NKQ.bed.gz	hg19			released	missing genetic modification characterization			
ENCFF769RKU	bed narrowPeak	peaks	ENCSR975SSR	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-ELF1-human	ENCAB728YTO	DNA					False	2016-06-13	ENCODE				1, 2							ENCFF702YSS, ENCFF775ZRK, ENCFF891YJS	7077032	ENCODE Processing Pipeline	67c5bc0bfa084f885cf4b8f972beb88e		https://www.encodeproject.org/files/ENCFF769RKU/@@download/ENCFF769RKU.bed.gz	hg19			released	missing genetic modification characterization			
ENCFF585YJH	bed narrowPeak	peaks	ENCSR975SSR	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-ELF1-human	ENCAB728YTO	DNA					False	2016-06-13	ENCODE				1, 2							ENCFF251EVS, ENCFF383YOE, ENCFF619SRD	6980123	ENCODE Processing Pipeline	b25ae3e587fa1b3b695b5a26d8d5895d		https://www.encodeproject.org/files/ENCFF585YJH/@@download/ENCFF585YJH.bed.gz	GRCh38			released	missing genetic modification characterization			
ENCFF486DBE	bed narrowPeak	peaks	ENCSR975SSR	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-ELF1-human	ENCAB728YTO	DNA					False	2016-06-13	ENCODE				1							ENCFF251EVS, ENCFF383YOE	6067115	ENCODE Processing Pipeline	6b84b48b88aa8a9c5c12e65cdbb59469		https://www.encodeproject.org/files/ENCFF486DBE/@@download/ENCFF486DBE.bed.gz	GRCh38			released	missing genetic modification characterization			
ENCFF377MIJ	bed narrowPeak	peaks	ENCSR975SSR	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-ELF1-human	ENCAB728YTO	DNA					False	2016-06-13	ENCODE				2							ENCFF383YOE, ENCFF619SRD	6589744	ENCODE Processing Pipeline	0a96540658c319201364b42b128d28cb		https://www.encodeproject.org/files/ENCFF377MIJ/@@download/ENCFF377MIJ.bed.gz	GRCh38			released	missing genetic modification characterization			
ENCFF066UQP	bed narrowPeak	conservative idr thresholded peaks	ENCSR975SSR	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-ELF1-human	ENCAB728YTO	DNA					False	2016-06-13	ENCODE				1, 2							ENCFF377MIJ, ENCFF419RSJ, ENCFF486DBE, ENCFF585YJH	366230	ENCODE Processing Pipeline	c8b54cbeda8665b5f65875b54ca91909		https://www.encodeproject.org/files/ENCFF066UQP/@@download/ENCFF066UQP.bed.gz	GRCh38			released	missing genetic modification characterization			
ENCFF256CVB	bed narrowPeak	optimal idr thresholded peaks	ENCSR975SSR	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-ELF1-human	ENCAB728YTO	DNA					False	2016-06-13	ENCODE				1, 2							ENCFF377MIJ, ENCFF419RSJ, ENCFF486DBE, ENCFF585YJH	368974	ENCODE Processing Pipeline	d1a0dc47db40aa571af027ea0b93d037		https://www.encodeproject.org/files/ENCFF256CVB/@@download/ENCFF256CVB.bed.gz	GRCh38			released	missing genetic modification characterization			
ENCFF140VIF	bed narrowPeak	conservative idr thresholded peaks	ENCSR975SSR	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-ELF1-human	ENCAB728YTO	DNA					False	2016-06-13	ENCODE				1, 2							ENCFF001TDO, ENCFF074NKQ, ENCFF241QBV, ENCFF769RKU	308977	ENCODE Processing Pipeline	3d0685831059d13fc3b7a4f661551f7a		https://www.encodeproject.org/files/ENCFF140VIF/@@download/ENCFF140VIF.bed.gz	hg19			released	missing genetic modification characterization			
ENCFF526EEI	bed narrowPeak	optimal idr thresholded peaks	ENCSR975SSR	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-ELF1-human	ENCAB728YTO	DNA					False	2016-06-13	ENCODE				1, 2							ENCFF001TDO, ENCFF074NKQ, ENCFF241QBV, ENCFF769RKU	313782	ENCODE Processing Pipeline	1f4cf632566898df354da40c0e111751		https://www.encodeproject.org/files/ENCFF526EEI/@@download/ENCFF526EEI.bed.gz	hg19			released	missing genetic modification characterization			
ENCFF002CLN	bed narrowPeak	optimal idr thresholded peaks	ENCSR000BNU	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				ATF3-human	ENCAB000ADZ	DNA		see document	see document		False	2011-07-18	ENCODE												312249	ENCODE Consortium Analysis Working Group	d1af167591078c356c4ff1f625297619		https://www.encodeproject.org/files/ENCFF002CLN/@@download/ENCFF002CLN.bed.gz	hg19			archived	low read depth, low read length, borderline replicate concordance, moderate library complexity, mild to moderate bottlenecking	missing derived_from, biological replicates with identical biosample	control insufficient read depth	
ENCFF650KQD	bed narrowPeak	peaks	ENCSR000BNU	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				ATF3-human	ENCAB000ADZ	DNA		see document	see document		False	2011-07-18	ENCODE				1, 2							ENCFF308RGN, ENCFF438DHS, ENCFF772PJM	5153728	ENCODE Processing Pipeline	7f5b53d2cccfd07ff26ce65cdd16f86a		https://www.encodeproject.org/files/ENCFF650KQD/@@download/ENCFF650KQD.bed.gz	GRCh38			released	low read depth, low read length, borderline replicate concordance, moderate library complexity, mild to moderate bottlenecking	biological replicates with identical biosample	control insufficient read depth	
ENCFF980RKS	bed narrowPeak	peaks	ENCSR000BNU	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				ATF3-human	ENCAB000ADZ	DNA		see document	see document		False	2011-07-18	ENCODE				1							ENCFF308RGN, ENCFF772PJM	4304832	ENCODE Processing Pipeline	3801d07b163dae30363e2fb2af8a73e3		https://www.encodeproject.org/files/ENCFF980RKS/@@download/ENCFF980RKS.bed.gz	GRCh38			released	low read depth, low read length, borderline replicate concordance, moderate library complexity, mild to moderate bottlenecking	biological replicates with identical biosample	control insufficient read depth	
ENCFF364WAT	bed narrowPeak	conservative idr thresholded peaks	ENCSR000BNU	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				ATF3-human	ENCAB000ADZ	DNA		see document	see document		False	2011-07-18	ENCODE				1, 2							ENCFF145FYQ, ENCFF419RSJ, ENCFF650KQD, ENCFF980RKS	7082	ENCODE Processing Pipeline	43434f95dab24f3f53d2e33b299e6116		https://www.encodeproject.org/files/ENCFF364WAT/@@download/ENCFF364WAT.bed.gz	GRCh38			released	low read depth, low read length, borderline replicate concordance, moderate library complexity, mild to moderate bottlenecking	biological replicates with identical biosample	control insufficient read depth	
ENCFF145FYQ	bed narrowPeak	peaks	ENCSR000BNU	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				ATF3-human	ENCAB000ADZ	DNA		see document	see document		False	2011-07-18	ENCODE				2							ENCFF438DHS, ENCFF772PJM	934563	ENCODE Processing Pipeline	a1f72cc6c4bbbf5378d73c25d6760d80		https://www.encodeproject.org/files/ENCFF145FYQ/@@download/ENCFF145FYQ.bed.gz	GRCh38			released	low read depth, low read length, borderline replicate concordance, moderate library complexity, mild to moderate bottlenecking	biological replicates with identical biosample	control insufficient read depth	
ENCFF467WOR	bed narrowPeak	optimal idr thresholded peaks	ENCSR000BNU	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				ATF3-human	ENCAB000ADZ	DNA		see document	see document		False	2011-07-18	ENCODE				1, 2							ENCFF145FYQ, ENCFF419RSJ, ENCFF650KQD, ENCFF980RKS	131560	ENCODE Processing Pipeline	0eea4ec13ed728c59950c45219d7f880		https://www.encodeproject.org/files/ENCFF467WOR/@@download/ENCFF467WOR.bed.gz	GRCh38			released	low read depth, low read length, borderline replicate concordance, moderate library complexity, mild to moderate bottlenecking	biological replicates with identical biosample	control insufficient read depth	
ENCFF015HEH	bed narrowPeak	peaks	ENCSR000BNU	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				ATF3-human	ENCAB000ADZ	DNA		see document	see document		False	2011-07-18	ENCODE				1							ENCFF747HGM, ENCFF750MIM	4316404	ENCODE Processing Pipeline	8207f76f290825f56931668fde6dc792		https://www.encodeproject.org/files/ENCFF015HEH/@@download/ENCFF015HEH.bed.gz	hg19			released	low read depth, low read length, borderline replicate concordance, moderate library complexity, mild to moderate bottlenecking	biological replicates with identical biosample	control insufficient read depth	
ENCFF475TQE	bed narrowPeak	optimal idr thresholded peaks	ENCSR000BNU	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				ATF3-human	ENCAB000ADZ	DNA		see document	see document		False	2011-07-18	ENCODE				1, 2							ENCFF001TDO, ENCFF015HEH, ENCFF146YXX, ENCFF251XOI	128953	ENCODE Processing Pipeline	146c148cf8221517c340d416403eefc1		https://www.encodeproject.org/files/ENCFF475TQE/@@download/ENCFF475TQE.bed.gz	hg19			released	low read depth, low read length, borderline replicate concordance, moderate library complexity, mild to moderate bottlenecking	biological replicates with identical biosample	control insufficient read depth	
ENCFF251XOI	bed narrowPeak	peaks	ENCSR000BNU	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				ATF3-human	ENCAB000ADZ	DNA		see document	see document		False	2011-07-18	ENCODE				1, 2							ENCFF747HGM, ENCFF750MIM, ENCFF849WYX	5158904	ENCODE Processing Pipeline	a6af902871f1bad066237d162797d318		https://www.encodeproject.org/files/ENCFF251XOI/@@download/ENCFF251XOI.bed.gz	hg19			released	low read depth, low read length, borderline replicate concordance, moderate library complexity, mild to moderate bottlenecking	biological replicates with identical biosample	control insufficient read depth	
ENCFF355QAJ	bed narrowPeak	conservative idr thresholded peaks	ENCSR000BNU	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				ATF3-human	ENCAB000ADZ	DNA		see document	see document		False	2011-07-18	ENCODE				1, 2							ENCFF001TDO, ENCFF015HEH, ENCFF146YXX, ENCFF251XOI	7620	ENCODE Processing Pipeline	fcdee593f587490905a36eea5714b299		https://www.encodeproject.org/files/ENCFF355QAJ/@@download/ENCFF355QAJ.bed.gz	hg19			released	low read depth, low read length, borderline replicate concordance, moderate library complexity, mild to moderate bottlenecking	biological replicates with identical biosample	control insufficient read depth	
ENCFF146YXX	bed narrowPeak	peaks	ENCSR000BNU	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				ATF3-human	ENCAB000ADZ	DNA		see document	see document		False	2011-07-18	ENCODE				2							ENCFF750MIM, ENCFF849WYX	937915	ENCODE Processing Pipeline	5a4600cdc6485de1e8feaea493b849e8		https://www.encodeproject.org/files/ENCFF146YXX/@@download/ENCFF146YXX.bed.gz	hg19			released	low read depth, low read length, borderline replicate concordance, moderate library complexity, mild to moderate bottlenecking	biological replicates with identical biosample	control insufficient read depth	
ENCFF116DIO	bed narrowPeak	optimal idr thresholded peaks	ENCSR018MSO	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-ZNF148-human	ENCAB728YTO	DNA					False	2017-12-01	ENCODE				3, 4							ENCFF001TDO, ENCFF297GYL, ENCFF890QZH, ENCFF985CUX	412739	ENCODE Processing Pipeline	1373edacc8e8c659850e64d69646692f		https://www.encodeproject.org/files/ENCFF116DIO/@@download/ENCFF116DIO.bed.gz	hg19			released	missing genetic modification characterization	experiment not submitted to GEO		
